,sents,labels
0,二百五十一; 九百七十三,1
19274,七百九十七; 四百六十三,0
19275,九百三十八; 二百三十三,0
19276,六百三; 七百六十六,1
19277,五百四十九; 百三十五,0
19278,三百九十六; 六百三十二,1
19279,百二十五; 七百三十七,1
19280,九百八十六; 五百十八,0
19281,百二十七; 八百三十七,1
19282,六百五十二; 八百二十九,1
19283,四十三; 二百四十二,1
19284,六百四十六; 三百二十,0
19285,三百一; 百九十一,0
19286,九百九十二; 九百十三,0
19287,四百三十九; 六百二十五,1
19288,六百二十七; 七百六十五,1
19289,四百三十九; 三百三十五,0
19290,十; 二百七十五,1
19291,五百七十六; 三百,0
19292,三百三十六; 四百三十,1
19293,七百九十; 二百三十九,0
19294,二百五十九; 二百二十八,0
19295,六百八十七; 五百六十七,0
19296,九百三十八; 四百八十四,0
19297,六百四十四; 九百六十七,1
19298,五百七十一; 百二十六,0
19299,百三十三; 九百三十九,1
19300,五百二十七; 六百三十,1
19301,百二; 二百五十三,1
19302,八百六十八; 三百五十八,0
19303,八百三十五; 四百七十一,0
19304,五百四十八; 九百五十八,1
19305,二百十四; 五百三十八,1
19306,九百二; 三百三十四,0
19307,七百七十七; 九百二十六,1
19308,三百八十四; 五百九十八,1
19309,二百十六; 八百七,1
19310,四百九十七; 五十五,0
19311,八百二十二; 六十五,0
19312,三百七十六; 四百三十,1
19313,四百五十一; 八百一,1
19314,七百十七; 四百八,0
19315,六十九; 七百二十三,1
19316,二百四十八; 八百九十五,1
19317,百五十四; 三百十八,1
19318,七百五; 三百二十九,0
19319,七百五十一; 八百六十六,1
19320,百六十一; 六百三十一,1
19321,九百三十四; 六百九十六,0
19322,七百九十二; 八百三十五,1
19323,二十八; 二百九十七,1
19324,八百四十四; 五百七十九,0
19325,二百五十六; 六百四十,1
19326,百七十; 六百七十四,1
19327,四百十三; 三百二十四,0
19328,百三十一; 百五十四,1
19329,四百八十一; 五百八十一,1
19330,三; 六百四十八,1
19331,八百五; 五百四十一,0
19332,五十四; 六百五十七,1
19333,百八十三; 九百四十六,1
19334,七十一; 九百五十六,1
19335,百九十五; 三百二,1
19336,十九; 五百六十一,1
19337,五百; 五百九十四,1
19338,四百六十七; 六百十九,1
19339,七百二十八; 二百八十五,0
19340,七百八; 四百二十八,0
19341,四百三十四; 六百二十二,1
19342,四百八十七; 三百九十四,0
19343,三百三十三; 七百五十六,1
19344,九百八十六; 七百二十四,0
19345,百五十七; 四百五十二,1
19346,百十二; 百五,0
19347,三百一; 六百,1
19348,四十二; 四百二十三,1
19349,八百十二; 七百十四,0
19350,四百七十四; 五百九十八,1
19351,二百四十六; 六百五十一,1
19352,四百三; 百二十六,0
19353,九百八; 七百十五,0
19354,百三十七; 九百六十五,1
19355,百三十二; 五百九,1
19356,五百七十七; 三百四,0
19357,二百六十九; 九百十七,1
19358,二百三十五; 九百十二,1
19359,九百三十; 九百七十四,1
19360,八百五十六; 八百八十七,1
19361,六百十; 七百二十五,1
19362,二百二十九; 三百六,1
19363,六百五十五; 五百八十九,0
19364,五百八十六; 六百八,1
19365,六百三; 四百三十九,0
19366,六百五十三; 八百五,1
19367,百九十三; 六百二十六,1
19368,七百三; 九十八,0
19369,三百四十八; 五百七十七,1
19370,九百九十六; 二百六十四,0
19371,二百七十; 百六十九,0
19372,十三; 百七,1
19373,七十九; 五百二十四,1
19374,五百七十一; 八百七十七,1
19375,百二; 三百六十二,1
19376,八百二十九; 十三,0
19377,四十九; 六百五十六,1
19378,三百八十; 七十三,0
19379,百七十四; 五百四十九,1
19380,九百二; 七百十七,0
19381,五百六十六; 九十四,0
19382,百八十三; 四百七十二,1
19383,百三十一; 八十七,0
19384,七百二; 四百九十八,0
19385,九百六十五; 百七十三,0
19386,七百五十四; 百七十,0
19387,二百二十七; 二百五十三,1
19388,八百四十四; 五百七十七,0
19389,八百九十四; 三十八,0
19390,百十七; 三百二十二,1
19391,五百七十; 九百七十三,1
19392,九百二十八; 五百六十,0
19393,四百八十五; 三百二十四,0
19394,二百五十七; 九百八十二,1
19395,四百六十九; 百十八,0
19396,九百四十三; 八百十一,0
19397,七百八十九; 九百六十二,1
19398,九百二十二; 五十八,0
19399,百八十六; 八十九,0
19400,三百二十二; 七百六十五,1
19401,三百四; 五百七十二,1
19402,四百二十九; 六百八十一,1
19403,九百四十一; 五百八十五,0
19404,八百六十五; 三百三十二,0
19405,百二十三; 四百七十三,1
19406,八百十四; 七百七十九,0
19407,三百九十九; 二百三,0
19408,四百五十八; 百二十六,0
19409,七百七十; 四百二十六,0
19410,四百三十三; 二百三,0
19411,二百九十五; 七百三,1
19412,百八十四; 百五十九,0
19413,五百六十三; 四百七十八,0
19414,五百八十四; 六百,1
19415,六百七; 四百六十五,0
19416,三百六十六; 七十六,0
19417,六百六十九; 五百十六,0
19418,六百六十八; 二十七,0
19419,九百四十一; 三百十四,0
19420,百六十三; 三百五十二,1
19421,二百八十六; 百七十二,0
19422,七百二十一; 六百十七,0
19423,七百七十六; 三百六十八,0
19424,七百五十七; 六百三十四,0
19425,九百九; 三百六十七,0
19426,九百四; 百七十九,0
19427,七百七十四; 八百四十九,1
19428,三百九十七; 三十二,0
19429,三百五十三; 三百七十,1
19430,四百五十八; 八,0
19431,九百十五; 六百九十六,0
19432,五百二十三; 八百五十,1
19433,五百七十八; 八百二十九,1
19434,七十三; 八百十一,1
19435,四百二十二; 七百九十九,1
19436,五百九十七; 五百二十二,0
19437,九百九十四; 六百二十,0
19438,百六十; 二百七十六,1
19439,九百三; 六百二十八,0
19440,六十三; 三百五十六,1
19441,六百八十九; 六百八十四,0
19442,六百三十八; 八百十七,1
19443,九百三十五; 五百九十七,0
19444,八百九十四; 七百六十三,0
19445,七百九十七; 八百二,1
19446,五百八十五; 四百七十七,0
19447,六百四十; 九百十八,1
19448,二百八十一; 六百七十六,1
19449,三百; 九百七十二,1
19450,三百十五; 六百十七,1
19451,八百三十二; 二百八十二,0
19452,四百三十九; 八百十五,1
19453,六百十六; 九百三十一,1
19454,六百六十一; 三百三十七,0
19455,六百五十七; 百七十二,0
19456,二百七十六; 八百九十一,1
19457,五百二十五; 五十七,0
19458,四百八十九; 四百九十五,1
19459,八百九十八; 五百三十七,0
19460,五百九十八; 七百四十七,1
19461,百六十七; 四百五十五,1
19462,九百六十二; 九百三十,0
19463,五百七; 三百八十七,0
19464,百二十一; 七百二十一,1
19465,八百二十七; 四百三十一,0
19466,六百七十六; 五百,0
19467,六百五十七; 九十四,0
19468,六十五; 四百十六,1
19469,六百六十二; 七百四十八,1
19470,六百十八; 百四十七,0
19471,九百十九; 七百三十四,0
19472,二百七十; 四十七,0
19473,四百八十七; 八百六,1
19474,二; 六百十五,1
19475,九百六十四; 九百五十四,0
19476,九百五十三; 九百,0
19477,五百二十; 四百七十三,0
19478,九百三十七; 五百三十一,0
19479,三百三十一; 六百五十七,1
19480,六百六十四; 六百十九,0
19481,百四十四; 七百四十九,1
19482,九十五; 六百十三,1
19483,八百七十四; 六百二十二,0
19484,五百一; 六百五十一,1
19485,百二十二; 六百八十五,1
19486,九百十八; 三百八十五,0
19487,九百八十三; 五百一,0
19488,八百九十二; 二百二十五,0
19489,九百六十一; 六百九十九,0
19490,六百二十六; 九百九十四,1
19491,百九十三; 百五十,0
19492,百六十; 百三十四,0
19493,九十八; 四百七,1
19494,八百七十六; 百四十四,0
19495,二百三十; 九百五,1
19496,八百七十二; 七十五,0
19497,六百七十二; 九百八十六,1
19498,百十三; 百二十一,1
19499,六百二十四; 七百七十一,1
19500,五百九十七; 六百八十五,1
19501,百三十九; 七,0
19502,六百四十九; 十五,0
19503,八百八十八; 四百六十九,0
19504,二百九十二; 六百一,1
19505,八十四; 八百七十九,1
19506,六百三十一; 六百九十四,1
19507,六百二十二; 六百二十一,0
19508,五百五; 六百八十六,1
19509,三百四十二; 五百三十一,1
19510,九百七十四; 八百四十,0
19511,五百二十一; 六百二十九,1
19512,八百十二; 八百七十五,1
19513,六百二十七; 三百五十三,0
19514,百六十七; 九百二十四,1
19515,二百六十四; 六百九十八,1
19516,九百三十三; 七百六十四,0
19517,百八十; 三百三十七,1
19518,百三十五; 八百八十四,1
19519,九百六; 三百七十六,0
19520,三百十二; 三百八十三,1
19521,三百三十; 六百三十六,1
19522,八百九十; 五百三十九,0
19523,五百二十一; 六百三十八,1
19524,四百四十; 八百三十,1
19525,九百九十一; 三百八十三,0
19526,十九; 四百三十三,1
19527,二十六; 八,0
19528,五百二十六; 二百六十八,0
19529,三百九十三; 八百二十二,1
19530,八百二十五; 二百三十四,0
19531,百二十六; 六百五,1
19532,五百九十六; 六百八十五,1
19533,七百五十五; 八百四十九,1
19534,八百六十七; 九百四,1
19535,六百七十; 八十七,0
19536,三百七十七; 四百六十四,1
19537,九百二; 七十,0
19538,三百二十二; 九百九十九,1
19539,五百十三; 百五十九,0
19540,二百六十; 百七十九,0
19541,八百十八; 八百二,0
19542,二百八十; 六百二十一,1
19543,十九; 六百十六,1
19544,二百六十八; 六百九十三,1
19545,四百五十五; 三百,0
19546,八百二十; 百二十二,0
19547,二百六十八; 九百四十四,1
19548,百六; 九百九十一,1
19549,六百十一; 四百七十五,0
19550,六百四十四; 五百一,0
19551,百三十七; 二百二十,1
19552,四百三; 七百四十五,1
19553,八百十; 四百二十四,0
19554,九百九十九; 五百三十九,0
19555,五百九十一; 七百六,1
19556,八百六十六; 八百五十七,0
19557,三百八十二; 五百九十五,1
19558,百十九; 八百四十八,1
19559,七百四十; 四百五十七,0
19560,四百二十一; 九百三十八,1
19561,三百三十二; 七十五,0
19562,七百七十七; 三百六十七,0
19563,九百二十六; 八,0
19564,九百十; 七百七十八,0
19565,八百七十八; 六百十八,0
19566,三百十三; 百七十八,0
19567,三十; 二百七十六,1
19568,三百五十二; 五百七十五,1
19569,八百六十; 八百十七,0
19570,八百十; 七百二十,0
19571,九百七十五; 三百十八,0
19572,六百二十一; 六百六十七,1
19573,八百二十三; 五百二十一,0
19574,四百六十三; 七百三十二,1
19575,二百八十五; 九百二十四,1
19576,五百三十八; 六百四十四,1
19577,九百七十九; 八百八十,0
19578,三十五; 六百四十一,1
19579,八百三十四; 六百七,0
19580,二百五十三; 九百十六,1
19581,二百六十; 五百四十八,1
19582,六百九十一; 七,0
19583,六百二十五; 七百八十五,1
19584,五百四十四; 六百十四,1
19585,百七十六; 二百,1
19586,五百八十三; 六百九十四,1
19587,九百四十九; 二百二十一,0
19588,九百二十; 二百七,0
19589,七百六十七; 九百五十六,1
19590,百八十四; 八百三十,1
19591,八百九十六; 五百二十九,0
19592,二百九十七; 五百九十三,1
19593,六百五十五; 六百三十七,0
19594,三百二十四; 六百三十五,1
19595,百九十七; 二百六十六,1
19596,二百九十九; 七百七十四,1
19597,七十一; 五百九十一,1
19598,八百三十一; 六百五十四,0
19599,二百九十二; 四百十六,1
19600,九十三; 二百三十一,1
19601,四百四十八; 七百六,1
19602,四百二十六; 八百三,1
19603,六百四十七; 三百十九,0
19604,四百五十六; 八百四十,1
19605,七百七; 六百,0
19606,八百八十二; 六百四十五,0
19607,三百二十; 三百四十四,1
19608,百四十八; 百九十,1
19609,二百六十一; 四百七十,1
19610,二百六十九; 百十九,0
19611,八百二十八; 三百八十二,0
19612,七百三十八; 八百九十八,1
19613,八百二十二; 六百九十一,0
19614,七十二; 八百八十六,1
19615,三百六十一; 六百九十九,1
19616,四十二; 二百四十八,1
19617,八百五十五; 二百九十三,0
19618,五百四十八; 百十四,0
19619,八十六; 四百九十五,1
19620,六百八十六; 百五十二,0
19621,二百三十八; 二百二十八,0
19622,八百五十一; 六百三十,0
19623,二百五十六; 三百四十三,1
19624,四百三十; 二百五十四,0
19625,九百九十八; 百七十九,0
19626,二百五; 四百六十三,1
19627,百九十四; 百四十四,0
19628,七百六十九; 三百十七,0
19629,五百十六; 五百七十三,1
19630,四百十五; 九百九十二,1
19631,二百八十七; 六百二十四,1
19632,五百八十四; 六百六十五,1
19633,七百八十四; 四百十,0
19634,三百八十七; 八百八,1
19635,四十二; 四百八十一,1
19636,五百八; 四百四十二,0
19637,五百一; 百七十四,0
19638,六百六十五; 三百十八,0
19639,八百三; 五百十八,0
19640,五百四十五; 三百七十,0
19641,四百五十二; 二十八,0
19642,百八十八; 九十二,0
19643,六百二十六; 八百八十四,1
19644,二百七十八; 二百,0
19645,三百八十六; 六百六十,1
19646,五百四十一; 七百七十九,1
19647,六百八十八; 六百五十五,0
19648,七百七十六; 二百七十八,0
19649,六百六十七; 八百三十九,1
19650,八百六十八; 七十三,0
19651,二百四十二; 九百六十六,1
19652,七百二十八; 八百四十,1
19653,百三十七; 七百六十一,1
19654,六百五十八; 三十,0
19655,二百六十; 百七十一,0
19656,九百十九; 百九十三,0
19657,四百一; 七百九十,1
19658,九百五十四; 五百,0
19659,五百七十四; 三百六十五,0
19660,四百; 九百六十五,1
19661,三百四十; 四十六,0
19662,四百三; 六,0
19663,五百七; 八百九十八,1
19664,四百四十八; 八百十五,1
19665,六百六十九; 三十九,0
19666,四百八十四; 五百三十四,1
19667,三百二十二; 九百二十三,1
19668,五百四十; 百七十三,0
19669,三百九十四; 四百八十四,1
19670,四百九十四; 九百二十七,1
19671,七百八十; 三百十四,0
19672,七百九十六; 七十三,0
19673,三十五; 六百十,1
19674,八百十四; 十八,0
19675,六十四; 百二十二,1
19676,八百二十; 百六十六,0
19677,二百四十; 二十五,0
19678,五百六十; 八百七十九,1
19679,六百八十四; 五百四十九,0
19680,七百八十六; 四百五十八,0
19681,百八十一; 百十六,0
19682,七百八十六; 四百八十九,0
19683,五百三十三; 百十六,0
19684,五百二十五; 三百五十七,0
19685,五百二十六; 百二十四,0
19686,七百四十五; 三百十九,0
19687,四百二十六; 二百六十一,0
19688,九百九十七; 四百四十,0
19689,四百三十六; 九百五十,1
19690,二百八十三; 四百三十三,1
19691,九百四十九; 八百六十二,0
19692,七百五十四; 九百七十五,1
19693,五十三; 六百十九,1
19694,九百十三; 八百四十三,0
19695,五十七; 四百十二,1
19696,百四十三; 九百二十七,1
19697,八十六; 七百五十四,1
19698,百十; 九百三十八,1
19699,九百六十九; 九百十三,0
19700,九百六十六; 六十六,0
19701,七百六十一; 三百十九,0
19702,三百五十四; 九百七十一,1
19703,三百四; 九百五十三,1
19704,百二十七; 三百七,1
19705,七百七十三; 七百七十九,1
19706,三百二十八; 五百五十六,1
19707,三百六十二; 四百八十二,1
19708,七百三十三; 八百五十,1
19709,六百三十六; 三百五十五,0
19710,百九十四; 二百三十三,1
19711,八百八十七; 三百六十四,0
19712,百七十一; 六百四十三,1
19713,七百五十八; 百六十四,0
19714,四百十一; 六百三十五,1
19715,百; 五百三十,1
19716,七百二十一; 八百六十六,1
19717,五百七十三; 七百二十二,1
19718,七百五十; 二百二十八,0
19719,三百七十四; 百六十五,0
19720,六百八十一; 九百五十六,1
19721,三百五十一; 四十八,0
19722,九百四十; 八百三,0
19723,二百四十五; 六百八,1
19724,六百二十六; 四百六十,0
19725,五百八十一; 八百五十九,1
19726,八百十四; 七百十二,0
19727,二百十二; 三百十三,1
19728,九十六; 十四,0
19729,三十九; 百六十一,1
19730,七百六十六; 百四,0
19731,二百八十二; 七百八十四,1
19732,三十三; 九十七,1
19733,九百六十九; 四百四十六,0
19734,四百七十六; 五百三十五,1
19735,二百四十六; 八百八十八,1
19736,二百九十; 四十四,0
19737,六百三十一; 五百四十六,0
19738,八百十; 三百五十八,0
19739,五百五十三; 百十三,0
19740,四百三十九; 百七十六,0
19741,九百二十二; 三十二,0
19742,七百六; 二百九十二,0
19743,八百八十七; 五百四十九,0
19744,百二十; 三百七十五,1
19745,二百; 六百二十四,1
19746,百八十八; 八百六十八,1
19747,七百五十九; 四百六十一,0
19748,三; 九百二十七,1
19749,百三十六; 八十三,0
19750,三百五十四; 九百七十四,1
19751,五百三十七; 九百十四,1
19752,九百六十七; 八百八十八,0
19753,百九十; 九百九十,1
19754,五; 百三十五,1
19755,百七十四; 五百五,1
19756,五百七十; 五百五十一,0
19757,三百七十八; 三百三十四,0
19758,三百五十三; 百九十,0
19759,七十; 七百九十四,1
19760,六百十六; 百八,0
19761,百六十一; 七百五十五,1
19762,八百四十九; 四百八十八,0
19763,七百六十; 三百四十九,0
19764,五百八十; 二百六十四,0
19765,九百六十七; 四十八,0
19766,八百三十七; 七百八十六,0
19767,九百九十六; 五百十二,0
19768,八百二十八; 百六十一,0
19769,九百九; 四百二十一,0
19770,百二十七; 二百八十二,1
19771,三百八十九; 四十四,0
19772,百四十二; 六百七十三,1
19773,三百四十七; 三百十九,0
19774,四百九十六; 四十五,0
19775,六百七十; 七百五十六,1
19776,六百七十三; 百九,0
19777,二百九十四; 二百八十三,0
19778,五百九十一; 八百四十,1
19779,七百八; 九百九十七,1
19780,四十; 八百七十,1
19781,百六十; 五百六十六,1
19782,三百十四; 二百二十八,0
19783,七十二; 三百三十三,1
19784,四百一; 九百五十六,1
19785,五十二; 九百六十,1
19786,五百九十七; 九百十九,1
19787,百十四; 三百九十四,1
19788,五百二十二; 百六十三,0
19789,百九十九; 百五十五,0
19790,五十七; 九百十,1
19791,九百六十五; 六百六十八,0
19792,七百五十二; 八十二,0
19793,八百五十六; 百十六,0
19794,三百六十九; 五百三十三,1
19795,七百五十九; 四百九十九,0
19796,六百六十五; 九百六十五,1
19797,六百二十七; 五百三十三,0
19798,二十九; 五百九十,1
19799,二百六十三; 六百,1
19800,三百十; 七百四十,1
19801,六百九十九; 五百九十四,0
19802,六百五十五; 四百二,0
19803,百二十八; 九十九,0
19804,五百; 三百六十九,0
19805,三百七十一; 百三十一,0
19806,二百二十三; 百三十九,0
19807,四百六十五; 三百九十六,0
19808,三百二; 二十三,0
19809,五百七十九; 九百四十五,1
19810,八百二十七; 六百五十六,0
19811,三百七十; 三百八十七,1
19812,百九十六; 七百四十,1
19813,九百五十三; 七百二十六,0
19814,百三十五; 百五十九,1
19815,百五十三; 三百二十三,1
19816,四百六; 九百七十二,1
19817,五百四十六; 百三十九,0
19818,六百五十九; 八百九十九,1
19819,三百二十八; 百三十三,0
19820,七百二十九; 四十四,0
19821,九百八十一; 百九十,0
19822,九百三十八; 五百八,0
19823,八百七十八; 七百五十四,0
19824,七百三十四; 五百六十九,0
19825,五百六十六; 百十三,0
19826,四百; 四百八十八,1
19827,四百五十二; 八百七十二,1
19828,十四; 六百九十二,1
19829,百四十八; 四百二十六,1
19830,二百八十七; 三百十五,1
19831,六百七十八; 七百六十六,1
19832,二百四十四; 百五十七,0
19833,七百十六; 二百七十八,0
19834,二百十一; 八百九十九,1
19835,九百七十九; 十二,0
19836,七百三十; 七百十九,0
19837,三百八十五; 五百六十一,1
19838,百七十四; 五百五十六,1
19839,七百六十五; 六百五十八,0
19840,四百三十; 八百,1
19841,九百二十二; 五百八十三,0
19842,三百六十八; 百三十一,0
19843,三百五十五; 八百八十二,1
19844,八百六十; 五百六十五,0
19845,百三十七; 八百五,1
19846,八百五十七; 六百八十六,0
19847,五百九; 八百八十,1
19848,五百一; 二百三十二,0
19849,六十三; 七百七十二,1
19850,八百九十三; 四百三十五,0
19851,六百二十四; 七百四十二,1
19852,七百二; 八百八十九,1
19853,四百六十七; 百二十三,0
19854,七十二; 四百三十七,1
19855,八百六十八; 八百八十四,1
19856,九百六十二; 四百七十三,0
19857,八十; 百十八,1
19858,七百六十五; 二百二十二,0
19859,八百六十; 六十五,0
19860,五百七十八; 四百四十七,0
19861,七百六十七; 九百六十一,1
19862,四百七十七; 九百四十二,1
19863,八百四十一; 七百十三,0
19864,七十; 九百四十七,1
19865,五百八十八; 六百二十一,1
19866,八百九十七; 百七十三,0
19867,二十; 八十八,1
19868,百二十; 八百十一,1
19869,九百二十; 八百二十八,0
19870,七十五; 三百六十九,1
19871,八百三十一; 六百三十五,0
19872,八百五十五; 七十八,0
19873,九百三十九; 七百五十八,0
19874,七百一; 百十一,0
19875,九百六十八; 三百十七,0
19876,三百十五; 二百五十六,0
19877,三百二十八; 五百六十三,1
19878,三百二十六; 百十五,0
19879,六百三十三; 百八十七,0
19880,九百八十四; 十九,0
19881,四百二十四; 九百五十六,1
19882,百七十三; 四百七十,1
19883,八百二十二; 五百二十三,0
19884,七百四十八; 四百二十八,0
19885,六百六十七; 八百十五,1
19886,百九十四; 九百四十二,1
19887,四百六十八; 九十七,0
19888,五百三十六; 八百二,1
19889,五百三十七; 七百八十一,1
19890,八百五十六; 四百十六,0
19891,八百九; 四百七十八,0
19892,五百五十一; 七百六十四,1
19893,八十七; 四百六十六,1
19894,百二十三; 二百七十八,1
19895,二百三十七; 四百二,1
19896,五百八十四; 四百六十六,0
19897,七百十七; 五百六十三,0
19898,六百五十二; 百五十五,0
19899,四百九十二; 三百一,0
19900,三百六十四; 三百三十六,0
19901,九百八十五; 二十八,0
19902,九百三十一; 七百八十四,0
19903,三十四; 四百八十九,1
19904,七百十三; 九百,1
19905,九百五十四; 八十六,0
19906,二百二十四; 六十五,0
19907,二百五十九; 二百四十八,0
19908,五百八十五; 百六十一,0
19909,七百八十七; 百十五,0
19910,四百二十二; 七百三十七,1
19911,三百九十七; 九百六十九,1
19912,七百五十八; 九百六十八,1
19913,九百六十五; 三百十一,0
19914,六百三十八; 五百四十五,0
19915,二百二十九; 四百六十,1
19916,三百十三; 九十,0
19917,百二十五; 五百五,1
19918,九百九十二; 六百二十五,0
19919,七十一; 三百八十三,1
19920,九百八十五; 四百二十二,0
19921,六百十七; 三十一,0
19922,四百四; 九百二十,1
19923,二百二十三; 六百七十八,1
19924,四十一; 五百十一,1
19925,四十二; 三百三十六,1
19926,四百十八; 五百三,1
19927,六百八十七; 七,0
19928,三百四十六; 四百八十九,1
19929,四百十; 五十四,0
19930,三十九; 五百十五,1
19931,三百八十五; 四百十,1
19932,三十九; 九百九十一,1
19933,五百五十三; 四十三,0
19934,三百八十七; 十七,0
19935,二百三十六; 五百七十七,1
19936,九百四十一; 五百六十九,0
19937,三百九十八; 四百二十四,1
19938,三百二; 五十二,0
19939,二百三十七; 五百二十七,1
19940,二百二; 八百九十二,1
19941,四百五十六; 六百七十九,1
19942,五百九十三; 四百六十八,0
19943,百四十; 五百二十二,1
19944,七百十九; 九百十八,1
19945,六百七十八; 六百七十五,0
19946,二百三十; 八百八十五,1
19947,二百十五; 八百八十六,1
19948,七百八十七; 二百八十六,0
19949,三百八十四; 百六十五,0
19950,九百七十八; 五百五十三,0
19951,五百十六; 二百四十六,0
19952,九百六十; 八百二十三,0
19953,三百十三; 八百八,1
19954,百三十三; 五百七十九,1
19955,二百七十三; 五百七十二,1
19956,八百二十九; 四百二十五,0
19957,九百十四; 九百六十五,1
19958,六百三十三; 五百九十一,0
19959,七百九十; 七百五十三,0
19960,五百六十七; 七百七十一,1
19961,六十二; 九百四十六,1
19962,百十; 五百五十,1
19963,四; 九百三十,1
19964,四百三十五; 三百四十三,0
19965,六百三十三; 三百三十,0
19966,九百四十八; 九十七,0
19967,八百七十九; 九百一,1
19968,六百五十三; 六百五十,0
19969,八百十; 四百六十八,0
19970,六百十四; 十四,0
19971,七百; 三百十六,0
19972,四百四十七; 二百三十四,0
19973,三百二; 八百八十一,1
19974,百二十一; 七十四,0
19975,百八十二; 五百五,1
19976,七百八; 四百三,0
19977,七百八十三; 五百六,0
19978,九百一; 八百二十七,0
19979,四百七十八; 三百五十四,0
19980,六百三十九; 九百九十八,1
19981,八百十六; 百八十二,0
19982,九百三十一; 百五十,0
19983,八百八十一; 九百七十一,1
19984,四百七十八; 七百二十,1
19985,十; 六百五十三,1
19986,四百六十九; 九百六十六,1
19987,百六十五; 六百七十二,1
19988,八十六; 九十八,1
19989,九百二十三; 八百三十九,0
19990,百五; 百八十八,1
19991,百九十一; 五十,0
19992,百六; 七百三,1
19993,八百四十; 七十三,0
19994,九十九; 十九,0
19995,八百二十一; 七百十七,0
19996,二百四十三; 五百八十一,1
19997,八百九十八; 五百四十七,0
19998,五百九十八; 百八十三,0
19999,九百二十八; 三百二十五,0
20000,六百五十六; 六百二十七,0
20001,二百八十五; 八十一,0
20002,四百四十二; 三百四十,0
20003,百四十三; 六百八十二,1
20004,五百四十七; 六百九十九,1
20005,七百五; 七百一,0
20006,六百三十; 二百八,0
20007,六百九; 九百十四,1
20008,五百七十一; 百七十八,0
20009,七十; 七百四十六,1
20010,六百七十三; 五百二十五,0
20011,六; 三百二十四,1
20012,六百八十三; 四百四十八,0
20013,九百八十二; 百六十三,0
20014,六百十七; 七百九十三,1
20015,六百三十七; 三百七,0
20016,百五十八; 五百六十四,1
20017,六百十二; 百九十八,0
20018,二十五; 五百十九,1
20019,五百三十三; 四百五十二,0
20020,八百八十九; 四十一,0
20021,百八十七; 九百五十一,1
20022,百二; 九百四十四,1
20023,三百七; 七百十九,1
20024,七百三十七; 二百二十六,0
20025,七百六十八; 六百八十七,0
20026,九百二十五; 二百五十九,0
20027,七十五; 七百九,1
20028,四百八十; 百七十五,0
20029,八百一; 九百九十五,1
20030,三百七十四; 百六十七,0
20031,三百二十五; 六百二十五,1
20032,百三十三; 三百,1
20033,三百二; 三百三十五,1
20034,五百六十一; 七百八十五,1
20035,八十四; 四百十二,1
20036,五百十三; 百十三,0
20037,八百七十七; 八,0
20038,六百八十四; 四百三十四,0
20039,五百九十七; 九百八十二,1
20040,四百七十; 三百,0
20041,九百七十六; 百三十六,0
20042,六百四; 百八十七,0
20043,八百八十七; 八百四十,0
20044,二百七十九; 四百九,1
20045,九百九十六; 七百六十三,0
20046,九百二十四; 百六十五,0
20047,三百九; 九百四十八,1
20048,八百八十八; 八百十,0
20049,六百四十二; 六百三,0
20050,六十八; 四百四十七,1
20051,三百三十七; 三百八十三,1
20052,百八十七; 六百十七,1
20053,四百九; 八百四十四,1
20054,四百七十八; 六十五,0
20055,八百四十九; 九百五十九,1
20056,五百四十九; 三百九十,0
20057,八十七; 四百六十六,1
20058,百六十七; 三十三,0
20059,三百二十四; 四百九十,1
20060,三百七十; 二百二十二,0
20061,三百七十; 四百二,1
20062,二百三; 二百五十,1
20063,三百十七; 四百九十四,1
20064,二百六十七; 五百七,1
20065,六百十; 三百十二,0
20066,二百四十; 九百三十一,1
20067,七百十六; 八百五十八,1
20068,百五十三; 七百九十五,1
20069,八百五十九; 五百十,0
20070,九百五十; 八十五,0
20071,五百二十三; 八百七,1
20072,五百九十七; 七百十八,1
20073,四百八十四; 七百二十一,1
20074,八百五十六; 三百三十五,0
20075,百二十九; 五百九十六,1
20076,七百六十九; 百三,0
20077,九百九十七; 九百五十七,0
20078,四百七十二; 六百八十二,1
20079,百四十五; 七百四十二,1
20080,六百九十二; 七百三十三,1
20081,三百十五; 六百三十四,1
20082,四百十; 八百六,1
20083,二百十九; 五百五十一,1
20084,七百三十六; 六百四十三,0
20085,四百二十二; 七百九十三,1
20086,三百三十一; 四百十六,1
20087,六百九十六; 百五,0
20088,四百五十一; 四十二,0
20089,二百二十六; 二百六十,1
20090,三百六十九; 九百九十四,1
20091,二百九十四; 二百五十三,0
20092,百三十四; 七百二十三,1
20093,五百一; 七百三十,1
20094,十六; 六百八十七,1
20095,七百五十八; 八百四十,1
20096,二百五十一; 九百四,1
20097,五百六十二; 十六,0
20098,八百二十三; 三百六十六,0
20099,九百四十五; 七百二,0
20100,七百九十; 六百九十二,0
20101,三百八十四; 二百八,0
20102,百五十一; 三百七十八,1
20103,三百二; 二百七十七,0
20104,六百六十六; 二十五,0
20105,六百七十七; 六百九十八,1
20106,二百三; 百五十九,0
20107,百二十四; 百七十四,1
20108,二百四十八; 四百七十三,1
20109,六百八十; 七百三十,1
20110,二百九十九; 三百四十八,1
20111,三百十六; 二百七十四,0
20112,六百三十六; 六百二十六,0
20113,七百九十七; 九百十二,1
20114,七百五十六; 二百八十二,0
20115,八百六十二; 三十九,0
